HER2_level,Frequency_shift,Impedance,Label
6.435098831142652,12.560755996181594,1.386641132905145,0
2.6153570716953203,4.450689988782326,2.79991118172459,0
5.433408929120345,10.966031938875757,1.5911529609942199,0
5.069548291137883,9.69610876501529,1.615195787720723,0
5.551290985139104,10.99814818427622,1.4838658221300023,0
4.5078637268041,8.833174450142502,1.9040882417580667,0
4.073487817456989,7.460841581660734,2.0010541388236445,0
6.762340274940976,12.694292228896789,1.2721166553916077,0
6.431934825363894,12.077321888684049,1.3766065410415214,0
4.680734287643928,8.978440500157943,1.8741014107947735,0
2.4919404239500214,4.220065264268584,2.866723209575193,0
5.511552390082298,10.989486948711832,1.5396253630593995,0
3.3191663097585122,6.453236564989141,2.2824376392174366,0
2.9280099439977767,5.983906083765732,2.51074049078087,0
6.255270515419304,12.581904058823458,1.3366243228972994,0
6.148075508412325,12.475745563688378,1.3751357434131544,0
9.198307699502873,19.056459876267972,1.0048155233155291,0
7.5888446493040504,14.627397629695444,1.1128034393985957,0
6.520969212441993,12.809739014191791,1.2286926951344352,0
5.00358260679256,9.956096021927582,1.7508086379341297,0
5.735332776830381,11.660893038988693,1.488872304049738,0
8.533781108252285,16.874387305051727,1.0028518033277045,0
4.771800743676294,10.188121790104748,1.7406531863683217,0
5.235922588527251,10.248953317343032,1.6062071180314776,0
7.696676582470513,15.20434576733739,1.1795022357847305,0
6.013052885191688,11.423390820112125,1.3946493440018524,0
6.641354440550675,12.760734008295465,1.2584278369608648,0
8.471326798835005,16.83888686908672,0.976360535539963,0
6.276647122796045,12.567396269324902,1.3803402887247145,0
-2.0456159197316426,-4.075283178268473,-9.567411228814638,0
4.6629391314982165,9.53906709316922,1.7717659112263344,0
4.97436073019452,10.458979032217533,1.7300812102158778,0
5.618836779974366,10.899760224761177,1.454000493248582,0
8.402511575248665,16.592350018296457,0.9558751235983747,0
5.817217743039446,12.342938391445964,1.426358764744662,0
8.259012596160623,15.688109298054615,1.1727413511802451,0
7.970434329962272,17.049906345100858,1.1174944211695665,0
7.198150387140339,13.91953863680566,1.303232908878701,0
3.4313929506848453,7.030878202650959,2.2532310542261094,0
6.022527215182977,12.164469091542605,1.4368197000397338,0
2.289167789445237,4.583035437243231,3.1381651825011025,0
4.43566695164798,8.864575976399223,1.7293565416457266,0
7.737974536128922,16.162521127613154,1.1404469369345944,0
1.9729834589180713,3.7862948237293543,3.4159583817521177,0
3.99340243525573,7.491370337356583,2.02240161729493,0
10.105375722260709,20.836309128834724,0.9032483348501433,0
2.018681950361235,2.9383484727588267,3.2850454973384178,0
8.893122088852955,17.425098595971008,1.0190727423164685,0
4.529225993353246,9.128258898797828,1.7862276721648258,0
5.26724794272231,10.0657407305387,1.6147213218216843,0
9.603672836055232,19.977713454361588,0.9921751396304974,0
3.4901326009786997,5.950940072022327,2.2553104519647786,0
4.755614860832677,9.588396493306567,1.6374843485384978,0
5.426226795402788,9.757528507326198,1.628937728804295,0
5.526474629971359,11.667451266743047,1.5074430947926885,0
6.802496723921781,13.050616189021587,1.3363974999697257,0
1.794581151791062,4.21083014096207,3.589866214092784,0
9.596383701612766,19.302946501236462,0.9755284674546032,0
4.988013949602228,10.162098081890159,1.709559195290561,0
6.13300877380496,11.958554731744043,1.3173623762989946,0
4.353171125445701,7.216524132224283,1.811017488945383,0
3.30468421199069,7.408308603386431,2.26704821946265,0
5.249457905600773,10.57689703791441,1.5425975384094768,0
3.5471958036882416,7.309536464180353,2.2434124099774846,0
6.830899363515347,14.277055144619624,1.2945055724277643,0
8.879662425815724,18.340629001211365,1.076266348349103,0
3.629349320819931,7.630912314659002,2.236393240491689,0
5.173807173377188,10.571833623427738,1.6520750307130156,0
2.10111664629459,3.782921158409914,3.1932146675927098,0
9.362778773855734,19.0312873000366,0.9857149909153138,0
4.276095531892871,7.954084021561306,1.9366898511359736,0
2.734312158343437,5.8247928779364155,2.6381655463886258,0
9.563975645428396,18.79171537053206,1.0569183401158169,0
5.44150337804407,10.448847054255982,1.6363277917748777,0
3.433356215311319,6.3766464785732575,2.278594243442464,0
5.454850768795663,10.741774352794515,1.499785968592491,0
3.936844490508757,7.895825914287925,1.9558637630023186,0
5.343662820437838,11.146685153797169,1.5483621510126104,0
3.886810201158915,8.333441205019948,1.9818671506982617,0
3.5472782245992,7.088928471430873,2.2159287508224748,0
6.962287614941668,15.020860024397997,1.273705394077699,0
6.463935235827481,12.930928466343966,1.3846091435270755,0
4.2509571473639065,9.558743766728396,1.977058838887873,0
7.870476805337505,15.045302950833458,1.1121070721642856,0
5.945602605503483,11.541445970439494,1.4437003188663156,0
6.178030470191471,12.990122271695475,1.4821345821981766,0
5.930232083735675,11.566925504244164,1.425413344633042,0
5.407810724558696,10.363306570930618,1.58578297684471,0
3.3164888237590113,7.098788638116307,2.330628132542412,0
1.9158232766512242,3.1691336834398567,3.433120971950302,0
3.2979256590013257,6.0193360692414615,2.3829335824501516,0
